,Workshop,Paper title,Link to article,Author-1,Author-1_affiliation,Author-1_country,Author-2,Author-2_affiliation,Author-2_country,Author-3,Author-3_affiliation,Author-3_country,Author-4,Author-4_affiliation,Author-4_country,Author-5,Author-5_affiliation,Author-5_country,Author-6,Author-6_affiliation,Author-6_country,Author-7,Author-7_affiliation,Author-7_country,Paper abstract,Paper Keyword,Paper Categories,Normalised abstract,title,Number_of_authors,citation
10,2008,Tabulator Redux: Browsing and Writing Linked Data,http://events.linkeddata.org/ldow2008/papers/11-berners-lee-hollenbach-tabulator-redux.pdf,T Berners-Lee,MIT, US,J. Hollenbach,University of Southampton, United Kingdom,Kanghao Lu,University of Southampton, United Kingdom,J. Presbrey,University of Southampton, United Kingdom,E. Prud'ommeaux,MIT, US,mc schraefel,MIT, US,,,,"A first category of Semantic Web browsers was designed to
present a given dataset (an RDF graph) for perusal in various
forms. These include mSpace, Exhibit, and to a certain extent
Haystack. A second category tackled mechanisms and display
issues around presenting linked data gathered on the fly. These
include Tabulator, Oink, Disco, Open Link Software's Data
Browser, and Object Browser. The challenge of once that data is
gathered, how might it be edited, extended and annotated has so
far been left largely unaddressed. This is not surprising: there are a
number of steep challenges for determining how to support
editing information in the open web of linked data. These include
the representation of both the web of documents and the web of
things, and the relationships between them; ensuring the user is
aware of and has control over the social context such as licensing
and privacy of data being entered, and, on a web in which anyone
can say anything about anything, helping the user intuitively
select the things which they actually wish to see in a given
situation. There is also the view update problem: the difficulty of
reflecting user edits back through functions used to map web data
to a screen presentation. In the latest version of the Tabulator
project, described in this paper we have focused on providing the
write side of the readable/writable web. Our approach has been to
allow modification and addition of information naturally within
the browsing interface, and to relay changes to the server triple by
triple for least possible brittleness (there is no explicit 'save'
operation). Challenges that remain include the propagation of
changes by collaborators back to the interface to create a shared
editing system. To support writing across (semantic) Web
resources, our work has contributed several technologies,
including a HTTP/SPARQL/Update-based protocol between an
editor (or other system) and incrementally editable resources
stored in an open source, world-writable 'data wiki'. This begins
enabling the writable Semantic Web.","Tabulator, semantic web, read/write, provenance",H.3.5 Online Information Services: Web Based Services,"['first', 'category', 'semantic', 'web', 'browser', 'wa', 'designed', 'present', 'given', 'dataset', 'rdf', 'graph', 'perusal', 'various', 'form', 'include', 'mspace', 'exhibit', 'certain', 'extent', 'haystack', 'second', 'category', 'tackled', 'mechanism', 'display', 'issue', 'around', 'presenting', 'linked', 'data', 'gathered', 'fly', 'include', 'tabulator', 'oink', 'disco', 'open', 'link', 'software', 'data', 'browser', 'object', 'browser', 'challenge', 'data', 'gathered', 'might', 'edited', 'extended', 'annotated', 'ha', 'far', 'left', 'largely', 'unaddressed', 'surprising', 'number', 'steep', 'challenge', 'determining', 'support', 'editing', 'information', 'open', 'web', 'linked', 'data', 'include', 'representation', 'web', 'document', 'web', 'thing', 'relationship', 'ensuring', 'user', 'aware', 'ha', 'control', 'social', 'context', 'licensing', 'privacy', 'data', 'entered', 'web', 'anyone', 'say', 'anything', 'anything', 'helping', 'user', 'intuitively', 'select', 'thing', 'actually', 'wish', 'see', 'given', 'situation', 'also', 'view', 'update', 'problem', 'difficulty', 'reflecting', 'user', 'edits', 'back', 'function', 'used', 'map', 'web', 'data', 'screen', 'presentation', 'latest', 'version', 'tabulator', 'project', 'described', 'paper', 'focused', 'providing', 'write', 'side', 'readable', 'writable', 'web', 'approach', 'ha', 'allow', 'modification', 'addition', 'information', 'naturally', 'within', 'browsing', 'interface', 'relay', 'change', 'server', 'triple', 'triple', 'least', 'possible', 'brittleness', 'explicit', 'save', 'operation', 'challenge', 'remain', 'include', 'propagation', 'change', 'collaborator', 'back', 'interface', 'create', 'shared', 'editing', 'system', 'support', 'writing', 'across', 'semantic', 'web', 'resource', 'work', 'ha', 'contributed', 'several', 'technology', 'including', 'http', 'sparql', 'update', 'based', 'protocol', 'editor', 'system', 'incrementally', 'editable', 'resource', 'stored', 'open', 'source', 'world', 'writable', 'data', 'wiki', 'begin', 'enabling', 'writable', 'semantic', 'web']",tabulator redux: browsing and writing linked data,6,91
11,2008,Searching Semantic Web Objects Based on Class Hierarchies,http://events.linkeddata.org/ldow2008/papers/12-cheng-ge-searching-semantic-web-objects.pdf,Gong Cheng,Southeast University, China,Weiyi Ge,Southeast University, China,Honghan Wu,Southeast University, China,Yuzhong Qu,Southeast University, China,,,,,,,,,,"On the Semantic Web, objects can be identified by URIs and
described by using RDF. With more and more RDF data
published, object search on the Semantic Web is in demand
for browsing, reuse, and integration. We developed the Falcons system, a keyword-based search engine for the Semantic
Web. In this paper, we present the object search service provided by Falcons. For building an inverted index from query
terms to Semantic Web objects (SW objects), we present
a method to construct comprehensive textual description of
SW objects. Furthermore, SW objects are also indexed from
their classes and ancestor classes to support the class-based
query restriction. Especially, class subsumption reasoning
on multiple vocabularies on the Semantic Web is performed,
and a class recommendation technique is proposed to enable
hierarchically navigating classes. In addition, a summarization method for SW objects is devised to enable users to
browse the summaries of objects","Class Hierarchy, Indexing, Navigation, Search Engine, Summarization",H.3.1 [Information Storage and Retrieval]: Content Analysis and Indexing; H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval,"['semantic', 'web', 'object', 'identified', 'uris', 'described', 'using', 'rdf', 'rdf', 'data', 'published', 'object', 'search', 'semantic', 'web', 'demand', 'browsing', 'reuse', 'integration', 'developed', 'falcon', 'system', 'keyword', 'based', 'search', 'engine', 'semantic', 'web', 'paper', 'present', 'object', 'search', 'service', 'provided', 'falcon', 'building', 'inverted', 'index', 'query', 'term', 'semantic', 'web', 'object', 'sw', 'object', 'present', 'method', 'construct', 'comprehensive', 'textual', 'description', 'sw', 'object', 'furthermore', 'sw', 'object', 'also', 'indexed', 'class', 'ancestor', 'class', 'support', 'class', 'based', 'query', 'restriction', 'especially', 'class', 'subsumption', 'reasoning', 'multiple', 'vocabulary', 'semantic', 'web', 'performed', 'class', 'recommendation', 'technique', 'proposed', 'enable', 'hierarchically', 'navigating', 'class', 'addition', 'summarization', 'method', 'sw', 'object', 'devised', 'enable', 'user', 'browse', 'summary', 'object']",searching semantic web objects based on class hierarchies,4,43
12,2008,DBpedia Mobile: A Location-Enabled Linked Data Browser,http://events.linkeddata.org/ldow2008/papers/13-becker-bizer-dbpedia-mobile.pdf,Christian Becker,Freie Universitat Berlin, Germany,Christian Bizer,Freie Universitat Berlin, Germany,,,,,,,,,,,,,,,,"In this demonstration, we present DBpedia Mobile, a
location-centric DBpedia client application for mobile devices consisting of a map view and a Fresnel-based Linked
Data browser. The DBpedia project extracts structured
information from Wikipedia and publishes this information as Linked Data on the Web. The DBpedia dataset
contains information about 2.18 million things, including
almost 300,000 geographic locations. DBpedia is interlinked
with various other location-related datasets. Based on
the current GPS position of a mobile device, DBpedia
Mobile renders a map indicating nearby locations from the
DBpedia dataset. Starting from this map, users can explore
background information about locations and can navigate
into interlinked datasets. DBpedia Mobile demonstrates
that the DBpedia dataset can serve as a useful starting
point to ","Semantic Web, Linked Data, Geospatial Web, DBpedia, Location Based Applications",H.3.3 [Information Search and Retrieval]: Information filtering; H.5.4 [Hypertext/Hypermedia]: Navigation,"['demonstration', 'present', 'dbpedia', 'mobile', 'location', 'centric', 'dbpedia', 'client', 'application', 'mobile', 'device', 'consisting', 'map', 'view', 'fresnel', 'based', 'linked', 'data', 'browser', 'dbpedia', 'project', 'extract', 'structured', 'information', 'wikipedia', 'publishes', 'information', 'linked', 'data', 'web', 'dbpedia', 'dataset', 'contains', 'information', 'million', 'thing', 'including', 'almost', 'geographic', 'location', 'dbpedia', 'interlinked', 'various', 'location', 'related', 'datasets', 'based', 'current', 'gps', 'position', 'mobile', 'device', 'dbpedia', 'mobile', 'render', 'map', 'indicating', 'nearby', 'location', 'dbpedia', 'dataset', 'starting', 'map', 'user', 'explore', 'background', 'information', 'location', 'navigate', 'interlinked', 'datasets', 'dbpedia', 'mobile', 'demonstrates', 'dbpedia', 'dataset', 'serve', 'useful', 'starting', 'point']",dbpedia mobile: a location-enabled linked data browser,2,204
13,2008,Humboldt: Exploring Linked Data,http://events.linkeddata.org/ldow2008/papers/15-kobilarov-dickinson-humboldt-exploring.pdf,Georgi Kobilarov,Packard Labs, United Kingdom,Ian Dickinson,Packard Labs, United Kingdom,,,,,,,,,,,,,,,,"We present Humboldt, a novel user interface for browsing
RDF data. Current user interfaces for browsing RDF data
are reviewed. We argue that browsing tasks require both
a facet browserâs ability to select and process groups of resources at a time and a âresource at a timeâ browserâs ability
to navigate anywhere in a dataset. We describe Humboldt
which combines these two features in a single coherent interface. Our approach is based on the operation of pivoting,
which enables the user to move the focus of a browsing from
one set of resources to a set of related resources. With repeated use of the pivot operation the user can browse anywhere in the data. We describe a preliminary evaluation of
our approach and discuss its implications for further development.","user interface, semantic web, faceted browsing, rdf, linked data",H5.2 [Information Interfaces and Presentation]: User Interfaces; H5.4 [Information Interfaces and Presentation]: Hypertext/Hypermedia,"['present', 'humboldt', 'novel', 'user', 'interface', 'browsing', 'rdf', 'data', 'current', 'user', 'interface', 'browsing', 'rdf', 'data', 'reviewed', 'argue', 'browsing', 'task', 'require', 'facet', 'browserâ', 'ability', 'select', 'process', 'group', 'resource', 'time', 'resource', 'timeâ', 'browserâ', 'ability', 'navigate', 'anywhere', 'dataset', 'describe', 'humboldt', 'combine', 'two', 'feature', 'single', 'coherent', 'interface', 'approach', 'based', 'operation', 'pivoting', 'enables', 'user', 'move', 'focus', 'browsing', 'one', 'set', 'resource', 'set', 'related', 'resource', 'repeated', 'use', 'pivot', 'operation', 'user', 'browse', 'anywhere', 'data', 'describe', 'preliminary', 'evaluation', 'approach', 'discus', 'implication', 'development']",humboldt: exploring linked data,2,81
14,2008,Browsing Linked Data with Fenfire,http://events.linkeddata.org/ldow2008/papers/14-hastrup-cyganiak-browsing-with-fenfire.pdf,Tuukka Hastrup,University of Jyvskyl, Finland,Richard Cyganiak,National University of Ireland, Ireland,Uldis Bojars,National University of Ireland, Ireland,,,,,,,,,,,,,"A wealth of information has recently become available as
browsable RDF data on the Web, but the selection of client
applications to interact with this Linked Data remains limited. We show how to browse Linked Data with Fenfire,
a Free and Open Source Software RDF browser and editor
that employs a graph view and focuses on an engaging and
interactive browsing experience. This sets Fenfire apart from
previous table- and outline-based Linked Data browsers.",,,"['wealth', 'information', 'ha', 'recently', 'become', 'available', 'browsable', 'rdf', 'data', 'web', 'selection', 'client', 'application', 'interact', 'linked', 'data', 'remains', 'limited', 'show', 'browse', 'linked', 'data', 'fenfire', 'free', 'open', 'source', 'software', 'rdf', 'browser', 'editor', 'employ', 'graph', 'view', 'focus', 'engaging', 'interactive', 'browsing', 'experience', 'set', 'fenfire', 'apart', 'previous', 'table', 'outline', 'based', 'linked', 'data', 'browser']",browsing linked data with fenfire,3,48
15,2008,zLinks: Semantic Framework for Invoking Contextual Linked Data,http://events.linkeddata.org/ldow2008/papers/16-bergman-giasson-zlinks-semantic-framework.pdf,Michael K. Bergman,Zitgist LLC, US,Frdrick Giasson,Zitgist LLC, Canada,,,,,,,,,,,,,,,,"This first-ever demonstration of the new zLinks plug-in shows
how any existing Web document link can be automatically
transformed into a portal to relevant Linked Data. Each existing
link disambiguates to its contextual and relevant subject concept
(SC) or named entity (NE). The SCs are grounded in the
OpenCyc knowledge base, supplemented by aliases and WordNet
synsets to aid disambiguation. The NEs are drawn from
Wikipedia as processed via YAGO, and other online fact-based
repositories. The UMBEL ontology basis to this framework
offers significant further advantages. The zLinks popup is
invoked only as desired via unobtrusive user interface cues. ","demo, Linked Data, zLinks, OpenCyc, Wikipedia, WordNet, YAGO, UMBEL. ","H.3.3 [Information Search and Retrieval]: Information filtering, Query formulation; H.5.4 [Hypertext/Hypermedia]: Navigation; H.5.2 [User Interfaces]: Interaction styles. ","['first', 'ever', 'demonstration', 'new', 'zlinks', 'plug', 'show', 'existing', 'web', 'document', 'link', 'automatically', 'transformed', 'portal', 'relevant', 'linked', 'data', 'existing', 'link', 'disambiguates', 'contextual', 'relevant', 'subject', 'concept', 'sc', 'named', 'entity', 'ne', 'sc', 'grounded', 'opencyc', 'knowledge', 'base', 'supplemented', 'alias', 'wordnet', 'synset', 'aid', 'disambiguation', 'ne', 'drawn', 'wikipedia', 'processed', 'via', 'yago', 'online', 'fact', 'based', 'repository', 'umbel', 'ontology', 'basis', 'framework', 'offer', 'significant', 'advantage', 'zlinks', 'popup', 'invoked', 'desired', 'via', 'unobtrusive', 'user', 'interface', 'cue']",zlinks: semantic framework for invoking contextual linked data,2,3
16,2008,n2Mate: Exploiting social capital to create a standards-rich semantic network,http://events.linkeddata.org/ldow2008/papers/17-peterson-cregan-n2mate-semantic-network.pdf,David Peterson,BoaB interactive, Australia,Anne Cregan,National ICT Australia, Australia,Rob Atkinson,CSIRO Land & Water Lucas Heights Research Laboratories, Australia,John Brisbin,BoaB interactive, Australia,,,,,,,,,,"A significant boost on the path towards a web of linked, open data
is the establishment and promotion of common semantic resources
including ontologies and other operationalised vocabularies, and
their instance data. Without consensus on these, we are
hamstrung by the famous ân-squaredâ mapping problem. In
addition, each vocabulary has its own associated attributes to do
with why it was developed, what purposes it is best suited for, and
how accurate and reliable it is at both a content and technical
level, but most of this information is opaque to the general
community.
Our theory is that it is the lack of socially-sensitised processes
highlighting who is using what and why, that have led to the
current unmanageable plethora of vocabularies, where it is far
easier to build your own vocabulary than try to find a suitable,
reliable existing one.
We therefore suggest that there is considerable value in the
development of an online facility that performs the function of
providing a space listing vocabulary and ontology resources with
their associated authority, governance and quality of service
attributes. Presenting this in a visual form and providing pivotable
search facilities enhances recognition and comprehension.
Additionally, and critically, the facility provides a focal point
where discourse communities can make authority claims, rate
vocabularies on various parameters, register their commitment to
or usage of particular vocabularies, and provide feedback on their
experiences. Through social interaction, we expect the most solid
and useful vocabularies to emerge and form a stable semantic
platform for content representation and interlinked knowledge.
Our strategy is to become sufficiently enmeshed in the native
information habits of people and their derivative institutions to
reveal and collect their standards-seeking needs and activities with
a minimum of effort on their part.
This paper describes a pilot facility testing the theory above.
Dubbed ân2Mateâ, it is a novel exploitation of social networking
software to provide a lightweight and flexible platform for testing
the efficacy of leveraging social networks to link existing registers
and âseedâ an information space focussing on the use of standards
in online information management.
The paper uses examples from the Australian context to provide
clear illustration of the central arguments.
","Registers, vocabularies, standards, linking density, rdf graph, social networking, knowledge re-use, n2Mate, n-squared",,"['significant', 'boost', 'path', 'towards', 'web', 'linked', 'open', 'data', 'establishment', 'promotion', 'common', 'semantic', 'resource', 'including', 'ontology', 'operationalised', 'vocabulary', 'instance', 'data', 'without', 'consensus', 'hamstrung', 'famous', 'squaredâ', 'mapping', 'problem', 'addition', 'vocabulary', 'ha', 'associated', 'attribute', 'wa', 'developed', 'purpose', 'best', 'suited', 'accurate', 'reliable', 'content', 'technical', 'level', 'information', 'opaque', 'general', 'community', 'theory', 'lack', 'socially', 'sensitised', 'process', 'highlighting', 'using', 'led', 'current', 'unmanageable', 'plethora', 'vocabulary', 'far', 'easier', 'build', 'vocabulary', 'try', 'find', 'suitable', 'reliable', 'existing', 'one', 'therefore', 'suggest', 'considerable', 'value', 'development', 'online', 'facility', 'performs', 'function', 'providing', 'space', 'listing', 'vocabulary', 'ontology', 'resource', 'associated', 'authority', 'governance', 'quality', 'service', 'attribute', 'presenting', 'visual', 'form', 'providing', 'pivotable', 'search', 'facility', 'enhances', 'recognition', 'comprehension', 'additionally', 'critically', 'facility', 'provides', 'focal', 'point', 'discourse', 'community', 'make', 'authority', 'claim', 'rate', 'vocabulary', 'various', 'parameter', 'register', 'commitment', 'usage', 'particular', 'vocabulary', 'provide', 'feedback', 'experience', 'social', 'interaction', 'expect', 'solid', 'useful', 'vocabulary', 'emerge', 'form', 'stable', 'semantic', 'platform', 'content', 'representation', 'interlinked', 'knowledge', 'strategy', 'become', 'sufficiently', 'enmeshed', 'native', 'information', 'habit', 'people', 'derivative', 'institution', 'reveal', 'collect', 'standard', 'seeking', 'need', 'activity', 'minimum', 'effort', 'part', 'paper', 'describes', 'pilot', 'facility', 'testing', 'theory', 'dubbed', 'n2mateâ', 'novel', 'exploitation', 'social', 'networking', 'software', 'provide', 'lightweight', 'flexible', 'platform', 'testing', 'efficacy', 'leveraging', 'social', 'network', 'link', 'existing', 'register', 'seedâ', 'information', 'space', 'focussing', 'use', 'standard', 'online', 'information', 'management', 'paper', 'us', 'example', 'australian', 'context', 'provide', 'clear', 'illustration', 'central', 'argument']",n2mate: exploiting social capital to create a standards-rich semantic network,4,0
17,2008,Automatic Interlinking of Music Datasets on the Semantic Web,http://events.linkeddata.org/ldow2008/papers/18-raimond-sutton-automatic-interlinking.pdf,Yves Raimond,"Queen Mary, University of London", United Kingdom,Christopher Sutton,"Queen Mary, University of London", United Kingdom,Mark Sandler,"Queen Mary, University of London", United Kingdom,,,,,,,,,,,,,"In this paper, we describe current efforts towards interlinking music-related datasets on the Web. We first explain
some initial interlinking experiences, and the poor results
obtained by taking a naÂ¨Ä±ve approach. We then detail a particular interlinking algorithm, taking into account both the
similarities of web resources and of their neighbours. We
detail the application of this algorithm in two contexts: to
link a Creative Commons music dataset to an editorial one,
and to link a personal music collection to corresponding web
identifiers. The latter provides a user with personally meaningful entry points for exploring the web of data, and we
conclude by describing some concrete tools built to generate
and use such links.","Semantic-Web,Linked Data,Music",H.4 [Information Systems Applications]: Miscellaneous,"['paper', 'describe', 'current', 'effort', 'towards', 'interlinking', 'music', 'related', 'datasets', 'web', 'first', 'explain', 'initial', 'interlinking', 'experience', 'poor', 'result', 'obtained', 'taking', 'naâ', 'approach', 'detail', 'particular', 'interlinking', 'algorithm', 'taking', 'account', 'similarity', 'web', 'resource', 'neighbour', 'detail', 'application', 'algorithm', 'two', 'context', 'link', 'creative', 'common', 'music', 'dataset', 'editorial', 'one', 'link', 'personal', 'music', 'collection', 'corresponding', 'web', 'identifier', 'latter', 'provides', 'user', 'personally', 'meaningful', 'entry', 'point', 'exploring', 'web', 'data', 'conclude', 'describing', 'concrete', 'tool', 'built', 'generate', 'use', 'link']",automatic interlinking of music datasets on the semantic web,3,19
18,2008,URI Disambiguation in the Context of Linked Data ,http://events.linkeddata.org/ldow2008/papers/19-jaffri-glaser-uri-disambiguation.pdf,Afraz Jaffri,University of Southampton, United Kingdom,Hugh Glaser,University of Southampton, United Kingdom,Ian Millard,University of Southampton, United Kingdom,,,,,,,,,,,,,"The Linked Data initiative has given rise to an increasing number
of RDF datasets, many of which are freely accessible online.
These resources often arise as a result of database exports;
however sufficient consideration may not be given to the unseen
implications caused when they are used in the wider context of the
Semantic Web. This paper investigates two popular resources,
DBLP and DBpedia, and discusses whether the issues regarding
identity management and co-reference resolution have been
suitably addressed. We find that a large percentage of authors in
DBLP have been conflated, and that disambiguation pages have
been incorrectly linked using owl:sameAs within DBpedia.
Systems for dealing with these issues are presented, and directions
are given for future research. 
","Linked Data, URI, Co-reference ","H.3.5 [Information Systems]: Information Storage and Retrieval: Online Information Services â data sharing, web-based services. ","['linked', 'data', 'initiative', 'ha', 'given', 'rise', 'increasing', 'number', 'rdf', 'datasets', 'many', 'freely', 'accessible', 'online', 'resource', 'often', 'arise', 'result', 'database', 'export', 'however', 'sufficient', 'consideration', 'may', 'given', 'unseen', 'implication', 'caused', 'used', 'wider', 'context', 'semantic', 'web', 'paper', 'investigates', 'two', 'popular', 'resource', 'dblp', 'dbpedia', 'discus', 'whether', 'issue', 'regarding', 'identity', 'management', 'co', 'reference', 'resolution', 'suitably', 'addressed', 'find', 'large', 'percentage', 'author', 'dblp', 'conflated', 'disambiguation', 'page', 'incorrectly', 'linked', 'using', 'owl', 'sameas', 'within', 'dbpedia', 'system', 'dealing', 'issue', 'presented', 'direction', 'given', 'future', 'research']",uri disambiguation in the context of linked data ,3,92
19,2008,Linked Data Spaces & Data Portability,http://events.linkeddata.org/ldow2008/papers/20-idehen-erling-linked-data-spaces.pdf,Kingsley Idehen,OpenLink Software Inc, US,Orri Erling,OpenLink Software Inc, US,,,,,,,,,,,,,,,,"In the year 2007, the size of the Linked Data injected into the Web
grew to several billion RDF triples, served by a network of
interlinked data sources that cover domains such as general
knowledge, geographic information, people, companies, online
communities, films, music, books and scientific publications.
Unfortunately, the growth rate of User Generated content from a
variety of Web based unstructured and semi-structured data-silos
continues to exceed that of structured Linked Data. Thus, we have
a pressing need for technology, capable of bridging this
broadening divide via transparent generation of Linked Data from
existing data-silos on the Web. Our Linked Data technology
demonstration explores the use of the OpenLink Data Spaces
platform as a solution to this problem.","Linked Data, Semantic Web, SPARQL, Data Integration, Data Spaces",H.3.2 [Information Storage] H.3.3 [Information Search & Retrieval],"['year', 'size', 'linked', 'data', 'injected', 'web', 'grew', 'several', 'billion', 'rdf', 'triple', 'served', 'network', 'interlinked', 'data', 'source', 'cover', 'domain', 'general', 'knowledge', 'geographic', 'information', 'people', 'company', 'online', 'community', 'film', 'music', 'book', 'scientific', 'publication', 'unfortunately', 'growth', 'rate', 'user', 'generated', 'content', 'variety', 'web', 'based', 'unstructured', 'semi', 'structured', 'data', 'silo', 'continues', 'exceed', 'structured', 'linked', 'data', 'thus', 'pressing', 'need', 'technology', 'capable', 'bridging', 'broadening', 'divide', 'via', 'transparent', 'generation', 'linked', 'data', 'existing', 'data', 'silo', 'web', 'linked', 'data', 'technology', 'demonstration', 'explores', 'use', 'openlink', 'data', 'space', 'platform', 'solution', 'problem']",linked data spaces & data portability,2,89
