Timestamp,Workshop,Paper title,Link to article,Author-1,Author-1_affiliation,Author-1_country,Author-2,Author-2_affiliation,Author-2_country,Author-3,Author-3_affiliation,Author-3_country,Author-4,Author-4_affiliation,Author-4_country,Author-5,Author-5_affiliation,Author-5_country,Author-6,Author-6_affiliation,Author-6_country,Author-7,Author-7_affiliation,Author-7_country,Paper abstract,Paper Keyword,Paper Categories
12/28/2020 22:46:16,2016,Structured Feedback: A Distributed Protocol for Feedback and Patches on the Web of Data,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_02.pdf,Natanael Arndt,Leipzig University, Germany,Kurt Junghanns,Leipzig University, Germany,Roy Meissner,Leipzig University, Germany,Philipp Frischmuth,Leipzig University, Germany,Norman Radtke,Leipzig University, Germany,Marvin Frommhold,Leipzig University, Germany,Michael Martin,Leipzig University,Germany,"The World Wide Web is an infrastructure to publish and retrieve information through web resources. It evolved from a
static Web 1.0 to a multimodal and interactive communication and information space which is used to collaboratively
contribute and discuss web resources, which is better known
as Web 2.0. The evolution into a Semantic Web (Web 3.0)
proceeds. One of its remarkable advantages is the decentralized and interlinked data composition. Hence, in contrast
to its data distribution, workflows and technologies for decentralized collaborative contribution are missing. In this
paper we propose the Structured Feedback protocol as an
interactive addition to the Web of Data. It offers support
for users to contribute to the evolution of web resources, by
providing structured data artifacts as patches for web resources, as well as simple plain text comments. Based on
this approach it enables crowd-supported quality assessment
and web data cleansing processes in an ad-hoc fashion most
web users are familiar with.","linked data, dssn, semantic pingback, pubsubhubub, feedback, distributed semantic services, quality, crowd sourcing",
12/28/2020 22:48:11,2016,Towards a Collaborative Process Platform: Publishing Processes according to the Linked Data Principles,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_03.pdf,Tobias Weller,"AIFB Institute, KIT", Germany,Maria Maleshkova,"AIFB Institute, KIT", Germany,,,,,,,,,,,,,,,,"Research in the area of process modeling and analysis has a
long-established tradition. Process modeling is among others used in the medical domain to define an ideal workflow in
order to ensure an efficient treatment of patients. These processes are often defined and maintained by multiple persons.
Furthermore, multiple persons are interested in these defined
processes to compare them with own defined processes for
improvements purposes. Current solutions provide tools to
model processes locally and export them in standard formats
in order to exchange them. Besides, there are some collaboration tools available to model processes collaboratively and
see changes dynamically. However, these solutions do not
publish the data according to the Linked Data principles.
Enriching processes with semantic information is useful in
order to perform enhanced analysis. However, different users
can only provide particular meta-information on same process steps. To address these problems we 1) developed an intuitive, open-source extension for Semantic MediaWiki that
supports the graphical modeling of processes and stores the
information in a structured way; 2) enable to enrich the processes with semantics from ontologies and knowledge graphs
with references to external data sources 3) provide adapted
views on meta-information in order to not overwhelm users
with unnecessary information.","Business Process Model and Notation, Semantic MediaWiki, Linked Data principles, Collaborative Platform, User Roles",
12/28/2020 22:49:39,2016,Automated Metadata Generation for Linked Data Generation and Publishing Workflows,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_04.pdf,Anastasia Dimou,Ghent University,Belgium,Tom De Nies,Ghent University,Belgium,Ruben Verborgh,Ghent University,Belgium,Erik Mannens,Ghent University,Belgium,Rik Van de Walle,Ghent University,Belgium,,,,,,,"Provenance and other metadata are essential for determining ownership and trust. Nevertheless, no systematic approaches were introduced so far in the Linked Data publishing workflow to capture them. Defining such metadata
remained independent of the rdf data generation and publishing. In most cases, metadata is manually defined by the
data publishers (person-agents), rather than produced by
the involved applications (software-agents). Moreover, the
generated rdf data and the published one are considered to
be one and the same, which is not always the case, leading to
pure, condense and often seductive information. This paper
introduces an approach that relies on declarative descriptions of (i) mapping rules, specifying how the rdf data is
generated, and of (ii) raw data access interfaces to automatically and incrementally generate provenance and metadata
information. This way, it is assured that the metadata information is accurate, consistent and complete.",,
12/28/2020 22:56:02,2016,Complex Schema Mapping and Linking Data: Beyond Binary Predicates,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_07.pdf,Jacobo Rouces,Aalborg University, Denmark,Gerard de Melo,Tsinghua University, China,Katja Hose,Aalborg University, Denmark,,,,,,,,,,,,,"Currently, datasets in the Linked Open Data (LOD) cloud
are mostly connected by properties such as owl:sameAs,
rdfs:subClassOf, or owl:equivalentProperty. These properties either link pairs of entities that are equivalent or express some other binary relationship such as subsumption.
In many cases, however, this is not sufficient to link all types
of equivalent knowledge. Often, a relationship exists between
an entity in one dataset and what is represented by a complex
pattern in another, or between two complex patterns. In
this paper, we present a method for linking datasets that
is expressive enough to support these cases. It consists of
integration rules between arbitrary datasets and a mediated
schema. We also present and evaluate a method to create
these integration rules automatically.","Linked Open Data, Schema matching, Heterogeneous knowledge, Linguistic frames, Data integration",H.4 [Information Systems Applications]: Miscellaneous; H.1.0 [Information Systems]: Models and Principles‚Äî General
12/28/2020 22:59:29,2016,Discovering Spatial and Temporal Links among RDF Data,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_08.pdf,Panayiotis Smeros,EPFL, Switzerland,Manolis Koubarakis,National and Kapodistrian University of Athens, Greece,,,,,,,,,,,,,,,,"Link Discovery is a new research area of the Semantic Web
which studies the problem of finding semantically related
entities lying in different knowledge bases. This area has
become more crucial recently, as the volume of the available
Linked Data on the web has been increasing considerably.
Although many link discovery tools have been developed,
none of them takes into consideration the discovery of spatial or temporal relations, leaving datasets with such characteristics weakly interlinked and therefore disallowing the
exploitation of the rich information they provide.
In this paper, we propose new methods for Spatial and
Temporal Link Discovery and provide the first implementation of our techniques based on the well-known framework
Silk. Silk, enhanced with the new features, allows data
publishers to generate a wide variety of spatial, temporal
and spatiotemporal relations between their data and other
Linked Open Data, dealing effectively with the common heterogeneity issues of such data. Furthermore, we experimentally evaluate our implementation by using it in a real-world
scenario and demonstrate that it discovers accurately all the
existing links in a time efficient and scalable way.
","Spatial and Temporal Link Discovery, Semantic Web, Linked Data",
12/28/2020 23:04:12,2016,Assessing Quantity and Quality of Links Between Linked Data Datasets,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_09.pdf,Ciro Baron Neto,Leipzig University, Germany,Dimitris Kontokostas,Leipzig University, Germany,Sebastian Hellmann,Leipzig University, Germany,Kay Müller,Leipzig University, Germany,Martin Brümmer,Leipzig University, Germany,,,,,,,"The Linked Data Web is growing and it becomes increasingly
necessary to analyze the relationship between datasets to exploit its full value. LOD datasets can range from datasets
with low cohesion ‚Äì containing data from different Fully
Qualified Domain Names (FQDN) and namespaces ‚Äì to highly
cohesive datasets. This paper evaluates the quantity and
quality of links between distributions, datasets and ontologies categorizing and defining different types of links. We
streamed and indexed 2.5 billion triples and extracted 0.5
billion links using probabilistic data structures. Our results
show the analysis of datasets w.r.t. valid links, dead links,
and number of namespaces described by distributions and
datasets. Our results indicate that 7.9% of the links we indexed and verified are actually dead.
","Linked Open Data, Linksets, Dead Links, RDF",
12/28/2020 23:06:07,2016,Improving Link Specifications using Context-Aware Information,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_10.pdf,Andrea Cimmino,University of Seville, Spain,Carlos R. Rivero,Rochester Institute of Technology, US,David Ruiz,University of Seville, Spain,,,,,,,,,,,,,"There is an increasing interest in publishing data using the
Linked Open Data philosophy. To link the RDF datasets,
a link discovery task is performed to generate owl:sameAs
links. There are two ways to perform this task: by means
of a classifier or a link specification; we focus in the latter approach. Current link specification techniques only use
the data properties of the instances that they are linking,
and they do not take the context information into account.
In this paper, we present a proposal that aims to generate context-aware link specifications to improve the regular
link specifications, increasing the effectiveness of the results
in several real-world scenarios where the context is crucial.
Our context-aware link specifications are independent from
similarity functions, transformations or aggregations. We
have evaluated our proposal using two real-world scenarios
in which we improve precision and recall with respect to
regular link specifications in 23% and 58%, respectively.","Linked Data, Link Discovery, Link Specification, ContexAware Link Specification",
12/28/2020 23:08:40,2016,Publish and Subscribe for RDF in Enterprise Value Networks,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_05.pdf,Marvin Frommhold,University of Leipzig, Germany,Natanael Arndt,University of Leipzig, Germany,Sebastian Tramp,eccenca GmbH, Germany,Niklas Petersen,University of Bonn, Germany,,,,,,,,,,"Sharing information securely between business partners and
managing large supply chains efficiently will be a crucial
competitive advantage for enterprises in the near future. In
this paper, we present a concept that allows for building
value networks between business partners in a distributed
manner. Companies are able to publish Linked Data which
participants of the network can clone and subscribe to. Subscribers get notified as soon as new information becomes
available. This provides a technical infrastructure for business communication acts such as supply chain communication or master data management. In addition to the conceptual analysis, we provide an implementation enabling companies to create such dynamic semantic value networks.
","Access control, Change propagation, Linked data, Publish and subscribe, RDF, Replication",
12/28/2020 23:10:34,2016,"Annalist: A practical tool for creating, managing and sharing evolving linked data",http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_11.pdf,Graham Klyne,University of Oxford, United Kingdom,Cerys Willoughby,University of Southampton, United Kingdom,Kevin Page,University of Oxford, United Kingdom,,,,,,,,,,,,,"Annalist is a software system for individuals and small groups
to reap the benefits of using RDF linked data, supporting
them to easily create data that participates in a wider web of
linked data. It presents a flexible web interface for creating,
editing and browsing evolvable data, without requiring the
user to be familiar with minutiae of the RDF model or
syntax, or to perform any programming, HTML coding or
prior configuration.
Development of Annalist was motivated by data capture
and sharing concerns in a small bioinformatics research group,
and customized personal information management. Requirements centre particularly on achieving low activation energy
for simple tasks, flexibility to add structural details as data
is collected, access-controlled sharing, and ability to connect
private data with public data on the web. It is designed as a
web server application, presenting an interface for defining
data structure and managing data. Data is stored as text
files that are amenable to access by existing software, with
the intent that a range of applications may be used in concert
to gather, manage and publish data.
During its development, Annalist has been used in a range
of applications, which have informed decisions about its
design and proven its flexibility and robustness in use. It has
been particularly effective in exploring and rapid prototyping
designs for linked data on the web, covering science and
humanities research, creative art and personal information.
","Semantic Web, Linked data, Data management",
12/28/2020 23:13:41,2016,"KnowledgeWiki: An OpenSource Tool for Creating Community-Curated Vocabulary, with a Use Case in Materials Science",http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_12.pdf,Nishita Jaykumar,Wright State University, US,PavanKalyan Yallamelli,Wright State University, US,Vinh Nguyen,Wright State University, US,Sarasi Lalithsena,Wright State University, US,Krishnaprasad Thirunarayan,Wright State University, US,Amit Sheth,Wright State University, US,Clare Paul,Wright State University,US,"Resource Description Framework (RDF) datasets can be
created by transforming structured databases, extracting
the triples from semi-structured and unstructured sources,
crowd-sourcing, or by integrating the existing datasets. The
reliability and quality of these datasets can be improved by
the participation of domain experts via a special purpose
tool or a crowd-sourced application. Wikidata and Semantic MediaWiki are platforms which facilitate this kind of
crowd-sourced data curation.
We present our system, KnowledgeWiki, which is built
upon the existing Semantic MediaWiki. We develop a novel
extension by adopting the singleton property data model in
our KnowledgeWiki. This extension allows various kinds of
metadata about the RDF triples to be created in the Wiki.
We combine this extension with other extensions such as semantic forms to provide a user-friendly, Wiki-like interface
for domain experts with no prior technical expertise to easily
curate data. We also present our new enhancement to Semantic Mediawiki, which facilitates importing existing RDF
datasets into the wiki-based curating platform based on the
singleton property approach, that preserves the provenance
of individual triples. We also describe how it is being used
by the materials science community to create and curate
consolidated vocabularies.","Linked Data application, Semantic MediaWiki, Singleton property, KnowledgeWiki, Wikidata, Open source, Semantic Web, Provenance metadata, Materials Science",
12/28/2020 23:45:23,2016,"Towards A Cache-Enabled, Order-Aware, Ontology-Based Stream Reasoning Framework",http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_13.pdf,Rui Yan,Tetherless World Constellation, US,Brenda Praggastis,Pacific Northwest National Laboratory, US,William P. Smith,Pacific Northwest National Laboratory, US,Deborah L. McGuinness,Tetherless World Constellation, US,,,,,,,,,,"While streaming data have become increasingly more popular in business and research communities, semantic models
and processing software for streaming data have not kept
pace. Traditional semantic solutions have not addressed
transient data streams. Semantic web languages (e.g., RDF,
OWL) have typically addressed static data settings and linked
data approaches have predominantly addressed static or growing data repositories. Streaming data settings have some
fundamental differences; in particular, data are consumed
on the fly and data may expire.
Stream reasoning, a combination of stream processing and
semantic reasoning, has emerged with the vision of providing ‚Äúsmart‚Äú processing of streaming data. C-SPARQL is
a prominent stream reasoning system that handles semantic (RDF) data streams. Many stream reasoning systems
including C-SPARQL use a sliding window and use data
arrival time to evict data. For data streams that include
expiration times, a simple arrival time scheme is inadequate
if the window size does not match the expiration period.
In this paper, we propose a cache-enabled, order-aware,
ontology-based stream reasoning framework. This framework consumes RDF streams with expiration timestamps
assigned by the streaming source. Our framework utilizes
both arrival and expiration timestamps in its cache eviction
policies. In addition, we introduce the notion of ‚Äúsemantic importance‚Äú which aims to address the relevance of data to the expected reasoning, thus enabling the eviction algorithms to be more context- and reasoning-aware when choosing what data to maintain for question answering. We evaluate this framework by implementing three different prototypes and utilizing five metrics. The trade-offs of deploying
the proposed framework are also discussed.","Data Cache, Order-awareness, Stream Reasoning, Semantic Web",C.1.3 [Other Architecture Styles]: Data-flow architectures‚Äîstream reasoning; D.2.11 [Software Architectures]: Patterns
12/28/2020 23:47:05,2016,R2RML-F: Towards Sharing and Executing Domain Logic in R2RML Mappings,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_14.pdf,Christophe Debruyne,Trinity College Dublin, Ireland,Declan O’Sullivan,Trinity College Dublin, Ireland,,,,,,,,,,,,,,,,"Many initiatives have emerged to aid one in publishing structured
resources as Linked Data on the Web with one of the major
achievements being the R2RML W3C Recommendation. R2RML
and its dialects assume a certain underlying technology (e.g., Core
SQL 2008). This means that domain-specific data transformations
‚Äì such as transforming geospatial coordinates ‚Äì rely either on that
underlying technology or data-preprocessing steps. We argue that
one can incorporate and subsequently share that procedural domain knowledge in such mappings. Such an extension would
make certain pre-processing steps redundant. One can furthermore
attach metadata to these functions, which can be published as
well. In this paper, we present R2RML-F, an extension to
R2RML, that adopts ECMAScript for capturing domain
knowledge and for which we have developed a prototype. We
demonstrate the viability of the approach with a demonstration
and compare its performance with different mappings in some
initial experiments. Our preliminary results suggest that there is
little or no overhead with respect to relying on underlying technology",R2RML; Linked Data; Mapping,
12/28/2020 23:51:11,2016,Semantic Hadith: Leveraging Linked Data Opportunities for Islamic Knowledge,http://events.linkeddata.org/ldow2016/papers/LDOW2016_paper_06.pdf,Amna Basharat,University of Georgia, US,Bushra Abro,Islamic International University, Pakistan,I. Budak Arpinar,University of Georgia, US,Khaled Rasheed,University of Georgia, US,,,,,,,,,,"While the linked data paradigm has gathered much attention over the recent years, the domain of Islamic knowledge
has yet to cache upon its full potential. The web-scale integration of Islamic texts and knowledge sources at large
is currently not well facilitated. The two primary sources
of the Islamic legislation are the Qur‚Äôan and the Hadith
(collections of Prophetic Narrations) and form the basis of
laying the foundation for anyone wanting to learn Islam.
This paper presents ongoing design and development efforts
to semantically model and publish the Hadith, which holds
a primary position as the next most important knowledge
source, after the Qur‚Äôan. We present the design of the linked
data vocabulary for not only publishing these narrations as
linked data, but also delineate upon the mechanism for linking these narrations with the verses of the Qur‚Äôan. We establish how the links between the Hadith and the Qur‚Äôanic
verses may be captured and published using this vocabulary, as derived from the secondary and tertiary sources of
knowledge. We present detailed insights into the potential,
the design considerations and the use cases of publishing this
wealth of knowledge as linked data.",linked data; hadith;Quran;Qur‚Äôan; semantic web; Islamic knowledge;,
12/28/2020 23:52:56,2017,Piecing the puzzle: Self-publishing queryable research data on the Web,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_4.pdf,Ruben Verborgh,Ghent University,Belgium,,,,,,,,,,,,,,,,,,,"Publishing research on the Web accompanied by machine-readable
data is one of the aims of Linked Research. Merely embedding
metadata as RDFa in HTML research articles, however, does not
solve the problems of accessing and querying that data. Hence,
I created a simple ETL pipeline to extract and enrich Linked Data
from my personal website, publishing the result in a queryable way
through Triple Pattern Fragments. The pipeline is open source, uses
existing ontologies, and can be adapted to other websites. In this article, I discuss this pipeline, the resulting data, and its possibilities
for query evaluation on the Web. More than 35,000 RDF triples of
my data are queryable, even with federated SPARQL queries because of links to external datasets. This proves that researchers do
not need to depend on centralized repositories for readily accessible
(meta-)data, but instead can‚Äîand should‚Äîtake matters into their
own hands.",,
12/28/2020 23:54:33,2017,deepschema.org: An Ontology for Typing Entities in the Web of Data,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_6.pdf,Panayiotis Smeros,EPFL, Switzerland,Amit Gupta,EPFL, Switzerland,Michele Catasta,EPFL, Switzerland,Karl Aberer,EPFL, Switzerland,,,,,,,,,,"Discovering the appropriate type of an entity in the Web of
Data is still considered an open challenge, given the complexity of the many tasks it entails. Among them, the most
notable is the definition of a generic and cross-domain ontology. While the ontologies proposed in the past function
mostly as schemata for knowledge bases of different sizes,
an ontology for entity typing requires a rich, accurate and
easily-traversable type hierarchy. Likewise, it is desirable
that the hierarchy contains thousands of nodes and multiple levels, contrary to what a manually curated ontology can
offer. Such level of detail is required to describe all the possible environments in which an entity exists in. Furthermore,
the generation of the ontology must follow an automated
fashion, combining the most widely used data sources and
following the speed of the Web.
In this paper we propose deepschema.org, the first ontology that combines two well-known ontological resources,
Wikidata and schema.org, to obtain a highly-accurate,
generic type ontology which is at the same time a firstclass citizen in the Web of Data. We describe the automated procedure we used for extracting a class hierarchy from Wikidata and analyze the main characteristics of
this hierarchy. We also provide a novel technique for integrating the extracted hierarchy with schema.org, which
exploits external dictionary corpora and is based on word
embeddings. Finally, we present a crowdsourcing evaluation which showcases the three main aspects of our ontology,
namely the accuracy, the traversability and the genericity.
The outcome of this paper is published under the portal:
http://deepschema.github.io","Class Hierarchy, Taxonomy, Ontology, Wikidata, schema.org, Data Extraction, Data Integration, Entity Typing",
12/28/2020 23:58:33,2017,Lifting Data Portals to the Web of Data Or: Linked Open Data (Portals) Now for real!,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_9.pdf,Sebastian Neumaier,Vienna University of Economics and Business, Austria,Jurgen Umbrich,Vienna University of Economics and Business, Austria,Axel Polleres,Vienna University of Economics and Business, Austria,,,,,,,,,,,,,"Data portals are central hubs for freely available (governmental)
datasets. ese portals use dierent soware frameworks to publish
their data, and the metadata descriptions of these datasets come in
dierent schemas accordingly to the framework. e present work
aims at re-exposing and connecting the metadata descriptions of
currently 854k datasets on 261 data portals to the Web of Linked
Data by mapping and publishing their homogenized metadata in
standard vocabularies such as DCAT and Schema.org. Additionally,
we publish existing quality information about the datasets and further enrich their descriptions by automatically generated metadata
for CSV resources. In order to make all this information traceable
and trustworthy, we annotate the generated data using the W3C‚Äôs
provenance vocabulary. e dataset descriptions are harvested
weekly and we oer access to the archived data by providing APIs
compliant to the Memento framework. All this data ‚Äì a total of
about 120 million triples per weekly snapshot ‚Äì is queryable at the
SPARQL endpoint at data.wu.ac.at/portalwatch/sparql.",,
12/29/2020 0:21:30,2017,Revisiting the Representation of and Need for Raw Geometries on the Linked Data Web,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_11.pdf,Blake Regalia,University of California, US,Krzysztof Janowicz,University of California, US,Grant McKenzie,University of Maryland, US,,,,,,,,,,,,,"Geospatial data on the Semantic Web historically stems from using
point geometries to represent the geographic locations of places. As
the practice evolved in the Semantic Web community, a demand for
more complex geometries and geospatial query capabilities came
about as a consequence of integrating traditional GIS and geo-data
into the Linked Data cloud. However, recent projects have revealed
that, in practice, these established techniques have major shortcomings that limit their storage, transmission, and query potential. In
this position paper, we examine these shortcomings, propose to
treat geometries similar to how other binary data are stored and
referenced on the Semantic Web, namely by representing them as
resources via URIs instead of RDF literals, and demonstrate the
utility of precomputing topological relations rather than computing them on-demand by arguing that end users are most oen
interested in topology and not raw geometries.",,
12/29/2020 0:25:30,2017,High-Throughput and Language-Agnostic Entity Disambiguation and Linking on User Generated Data,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_1.pdf,Preeti Bhargava,Lithium Technologies, US,Nemanja Spasojevic,Lithium Technologies, US,Guoning Hu,Lithium Technologies, US,,,,,,,,,,,,,"The Entity Disambiguation and Linking (EDL) task matches
entity mentions in text to a unique Knowledge Base (KB)
identifier such as a Wikipedia or Freebase id. It plays a
critical role in the construction of a high quality information
network, and can be further leveraged for a variety of information retrieval and NLP tasks such as text categorization
and document tagging. EDL is a complex and challenging
problem due to ambiguity of the mentions and real world
text being multi-lingual. Moreover, EDL systems need to
have high throughput and should be lightweight in order
to scale to large datasets and run on off-the-shelf machines.
More importantly, these systems need to be able to extract
and disambiguate dense annotations from the data in order to enable an Information Retrieval or Extraction task
running on the data to be more efficient and accurate. In
order to address all these challenges, we present the Lithium
EDL system and algorithm - a high-throughput, lightweight,
language-agnostic EDL system that extracts and correctly
disambiguates 75% more entities than state-of-the-art EDL
systems and is significantly faster than them.","Entity Disambiguation, Entity Linking, Entity Resolution, Text Mining",
12/29/2020 0:29:43,2017,Client-side Processing of GeoSPARQL Functions with Triple Pattern Fragments,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_8.pdf,Christophe Debruyne,ADAPT Centre, Ireland,Eamonn Clinton,Ordnance Survey Ireland, Ireland,Declan O’Sullivan,ADAPT Centre, Ireland,,,,,,,,,,,,,"‚ÄúPlace‚Äù is an important concept providing a useful dimension to
explore, align and analyze data on the Linked Data Web. Though
Linked Data datasets can use standardized geospatial predicates
such as GeoSPARQL, access to SPARQL endpoints that supports
these is not guaranteed. When not available, one needs to load
the data into their own GeoSPARQL-enabled triplestores in order
to avail of those predicates. Triple Pattern Fragments (TPF) is a
proposal to make clients more intelligent in processing RDF, thereby
lessening the burden carried by servers. In this paper, we propose to
extend TPF to support GeoSPARQL. The contribution is a minimal
extension of the TPF client that does not rely on a spatial database
such that the extension can be run from within a browser. Even
though our approach will unlikely outperform GeoSPARQL-enabled
triplestores in terms of query execution time, we demonstrate its
feasibility by means of a couple of use cases using data provided
by data.geohive.ie, an initiative to publish authoritative, highresolution geospatial data for The Republic of Ireland as Linked Data
on the Web. This high-resolution data does cause a lot of network
trac, but related work showed how extending the communication
between a TPF client and server reduces the number HTTP calls
and some network traffic. The integration of our extension in one
such optimization did reduce the overhead. We, however, decided
to stick to our first implementation as it only extended the client
in a minimal way. Future work includes investigating how our
approach scales, and its usefulness of adding and using a spatial
component to datasets.","GeoSPARQL, Triple Paern Fragments, Ordnance Survey Ireland",
12/29/2020 0:31:02,2017,Learning to Identify Complementary Products from DBpedia,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_5.pdf,Victor Anthony Arrascue Ayala,University of Freiburg, Germany,Trong-Nghia Cheng,University of Freiburg, Germany,Anas Alzoghbi,University of Freiburg, Germany,Georg Lausen,University of Freiburg, Germany,,,,,,,,,,"Identifying the complementary relationship between products, like a cartridge to a printer, is a very useful technique
to provide recommendations. These are typically purchased
together or within a short time frame and thus online retailers benefit from it. Existing approaches rely heavily on
transactions and therefore they suffer from: (1) the cold
start problem for new products; (2) the inability to produce good results for infrequently bought products; (3) the
inability to explain why two products are complementary.
We propose a framework that aims at alleviating these
problems by exploiting a knowledge graph (DBpedia) in
addition to products‚Äô available information such as titles,
descriptions and categories rather than transactions. Our
problem is modeled as a classification task on a set of product pairs. Our starting point is the semantic paths in the
knowledge graph linking between product attributes, from
which we model product features. Then, having a labeled
set of product pairs we learn a model; and finally, we use this
model to predict complementary products for an unseen set
of products. Our experiments on a real world dataset from
Amazon show high performance of our framework in predicting whether one product is complementary to another
one.","Recommender Systems, Complementary Products, DBpedia, Knowledge-graph, Supervised Learning, Cross-domain",
12/29/2020 0:33:14,2017,Towards a Personalized Query Answering Framework on the Web of Data,http://events.linkeddata.org/ldow2017/papers/LDOW_2017_paper_7.pdf,Enayat Rajabi,Dalhousie University, Canada,Christophe Debruyne,Trinity College Dublin, Ireland,Declan O’Sullivan,Trinity College Dublin, Ireland,,,,,,,,,,,,,"In this paper, we argue that layering a question answering system
on the Web of Data based on user preferences, leads to the derivation of more knowledge from external sources and customisation
of query results based on user‚Äôs interests. As various users may find
different things relevant because of different preferences and goals,
we can expect different answers to the same query. We propose a
personalised question answering framework for a user to query
over Linked Data, which enhances a user query with related preferences of the user stored in his/her user profile with the aim of
providing personalized answers. We also propose the extension of
the QALD-5 scoring system to define a relevancy metric that
measures similarity of query answers to a user‚Äôs preferences.",Personalisation; Linked Data; Question Answering,
12/29/2020 0:35:44,2018,Practical Linked Data Access via SPARQL: The Case of Wikidata,http://events.linkeddata.org/ldow2018/papers/LDOW2018_paper_4.pdf,Adrian Bielefeldt,Center for Advancing Electronics Dresden, Germany,Julius Gonsior,Center for Advancing Electronics Dresden, Germany,Markus Krötzsch,Center for Advancing Electronics Dresden, Germany,,,,,,,,,,,,,"SPARQL is one of the main APIs for accessing linked data collections. Compared to other modes of access, SPARQL queries carry
much more information on the precise information need of users,
and their analysis can therefore yield valuable insights into the practical usage of linked data sets. In this paper, we focus on Wikidata,
the knowledge-graph sister of Wikipedia, which offers linked data
exports and a heavily used SPARQL endpoint since 2015. Our detailed analysis of Wikidata‚Äôs server-side query logs reveals several
important differences to previously studied uses of SPARQL over
large knowledge graphs. Wikidata queries tend to be much more
complex and varied than queries observed elsewhere. Our analysis
is founded on a simple but effective separation of robotic from organic traffic. Whereas the robotic part is highly volatile and seems
unpredictable even on larger time scales, the much smaller organic
part shows clear trends in individual human usage. We analyse
query features, structure, and content to gather further evidence
that our approach is essential for obtaining meaningful results here.",,
12/29/2020 0:37:00,2018,SPARQL Micro-Services: Lightweight Integration of Web APIs and Linked Data,http://events.linkeddata.org/ldow2018/papers/LDOW2018_paper_1.pdf,Franck Michel,University Côte d’Azur, France,Catherine Faron-Zucker,University Côte d’Azur, France,Fabien Gandon,University Côte d’Azur, France,,,,,,,,,,,,,"Web APIs are a prominent source of machine-readable information. We hypothesize that harnessing the Semantic Web standards
to enable automatic combination of Linked Data and non-RDF
Web APIs data could trigger novel cross-fertilization scenarios. To
achieve this goal, we define the SPARQL Micro-Service architecture.
A SPARQL micro-service is a lightweight, task-specific SPARQL
endpoint that provides access to a small, resource-centric, virtual
graph, while dynamically assigning dereferenceable URIs to Web
API resources that do not have URIs beforehand. The graph is delineated by the Web API service being wrapped, the arguments
passed to this service, and the restricted types of RDF triples that
this SPARQL micro-service is designed to spawn. In this context, we
argue that full SPARQL expressiveness can be supported efficiently
without jeopardizing servers availability. Eventually, we believe
that an ecosystem of SPARQL micro-services could emerge from
independent service providers, enabling Linked Data-based applications to glean pieces of data from a wealth of distributed, scalable
and reliable services. We describe an experimentation where we
dynamically augment biodiversity-related Linked Data with data
from Flickr, MusicBrainz and the Macauley scientific media library","Web API, SPARQL, micro-service, Data Integration, Linked Data, JSON-LD",
12/29/2020 0:38:20,2018,Rule-based Programming of User Agents for Linked Data,http://events.linkeddata.org/ldow2018/papers/LDOW2018_paper_7.pdf,Tobias Käfer,Institute AIFB, Germany,Andreas Harth,Institute AIFB, Germany,,,,,,,,,,,,,,,,"While current Semantic Web languages and technologies are wellsuited for accessing and integrating static data, methods and technologies for the handling of dynamic aspects ‚Äì required in many
modern web environments ‚Äì are largely missing. We propose to use
Abstract State Machines (ASMs) as the formal basis for dealing with
changes in Linked Data, which is the combination of the Resource
Description Framework (RDF) with the Hypertext Transfer Protocol (HTTP). We provide a synthesis of ASMs and Linked Data and
show how the combination aligns with the relevant specifications
such as the Request/Response communication in HTTP, the guidelines for updating resource state in the Linked Data Platform (LDP)
specification, and the formal grounding of RDF in model theory.
Based on the formalisation of Linked Data resources that change
state over time, we present the syntax and operational semantics of
a small rule-based language to specify user agents that use HTTP
to interact with Linked Data as the interface to the environment.
We show the feasibility of the approach in an evaluation involving
the specification of automation in a Smart Building scenario, where
the presented approach serves as a theoretical foundation.",,
